000000000000000000000000000000,000000000000000000000000000001,models/mapobjects/KOsAD/conteneur/object023_3_p
000000000000000000000000000000,000000000000000000000000000001,noshader
000000000000000000000000000000,000000000000000000000000000001,models/mapobjects/KOsAD/voute/e7brickfloor01
000000000000000000000000000000,000000000000000000000000000001,models/mapobjects/KOsAD/conteneur/object023_3
000000000000000000000000000000,000000000000000000000000000001,models/mapobjects/KOsAD/conteneur/Metal
000000000000000000000000000000,000000000000000000000000000001,models/mapobjects/KOsAD/conteneur/rust06e
000000000000000000000000000000,000000000000000000000000000001,models/mapobjects/KOsAD/conteneur/PneuR
000000000000000000000000000000,000000000000000000000000000001,models/mapobjects/KOsAD/conteneur/vert
000000000000000000110010100000,000000000000000000000000000001,textures/common/caulk
000000000000000000000000000000,000000000000000000000000000001,textures/metro/ROCK_005
000000000000000000000000000000,000000000000000000000000000001,textures/metro/GROUND_008
000000000000000000000000000000,000000000000000000000000000001,textures/metro/wal11st1
000000000000000000000000000000,000000000000000000000000000001,textures/metro/big-blue-cement
000000000000000000000000000000,000000000000000000000000000001,textures/metro/003metal
000000000000000000000000000000,000000000000000000000000000001,textures/metro/metal-tan-rivets
000000000000000000000000000000,000000000000000000000000000001,textures/metro/drock074
000000000000000000000000000000,000000000000000000000000000001,textures/metro/DOOR_UTIL2
000000000000000000000000100000,000000000000000000000000000001,textures/metro/e6v_light_sm
000000000000000000000000000000,000000000000000000000000000001,textures/metro/e6smallgrtflr2bl
000000000000000000000000000000,000000000000000000000000000001,textures/metro/RFSP-STEX5b
000000000000000000000000000000,000000000000000000000000000001,textures/metro/cement_1_gunky
000000000000000000000000000000,000000000000000000000000000001,textures/metro/KOsAD_Brique1c
000000000000000000000000000000,000000000000000000000000000001,textures/metro/rock10c
000000000000000000000000000000,000000000000000000000000000001,textures/metro/KOsAD_Ossements3
000000000000000000000000000000,000000000000000000000000000001,textures/metro/ROCK_008
000000000000000000000000000000,000000000000000000000000000001,textures/metro/ROCK_003
000000000000000000000000000000,000000000000000000000000000001,textures/metro/e8beam01
000000000000000000000000000000,000000000000000000000000000001,textures/metro/e8_btrim01
000000000000000000000000100000,000000000000000000000000000001,textures/metro/e7slight
000000000000000000000000000000,000000000000000000000000000001,textures/metro/rust_2
000000000000000000000000000000,000000000000000000000000000001,textures/metro/Alumb_t
000000000000000000000000000000,000000000000000000000000000001,textures/metro/stannum_escalatorside
000000000000000000110000100000,000000000000000000000000000001,textures/metro/KOsAD_Noir
000000000000000000000000000000,000000000000000000000000000001,textures/metro/Wood01
000000000000000000000000000000,000000000000000000000000000001,textures/metro/grey073
000000000000000000110000100000,000000000000000000000000000001,textures/metro/KOsAD_Blanc_0
000000000000000000000000000000,000000000000000000000000000001,textures/metro/door048b
000000000000000000000000000000,000000000000000000000000000001,textures/metro/door048
000000000000000000000000000000,000000000000000000000000000001,textures/metro/navily-ns_bleu
000000000000000000000000000000,000000000000000000000000000001,textures/metro/marble50b
000000000000000000000000000000,000000000000000000000000000001,textures/metro/door070d
000000000000000000000000000000,000000000000000000000000000001,textures/metro/door070c
000000000000000000000000000000,000000000000000000000000000001,textures/metro/door070b
000000000000000000000000000000,000000000000000000000000000001,textures/metro/GROUND_008_unp
000000000000000000000000000000,000000000000000000000000000001,textures/metro/e8cretefloor01c
000000000000000000000000000000,000000000000000000000000000001,textures/metro/sttp13-Selecta
000000000000000000110000100000,000000000000000000000000000001,textures/metro/sign_rouge
000000000000000000110000100000,000000000000000000000000000001,textures/metro/sign_vert
000000000000000000110000100000,000000000000000000000000000001,textures/metro/sign_25
